gx,gy,gz,ax,ay,az,gtemp,magx,magy,magz
1.893,1.260,-0.137,-0.013,-0.006,0.979,33.94,-638.00,-711.00,-895.00
1.573,1.137,-0.069,-0.013,-0.008,0.978,33.66,-631.00,-711.00,-887.00
1.702,1.573,-0.267,-0.015,-0.007,0.983,33.85,-641.00,-728.00,-885.00
1.916,1.313,-0.160,-0.015,-0.009,0.984,33.47,-647.00,-731.00,-877.00
1.420,1.359,-0.206,-0.017,-0.010,0.982,33.52,-636.00,-726.00,-887.00
1.702,1.519,-0.313,-0.013,-0.007,0.984,33.47,-636.00,-726.00,-877.00
1.405,1.481,-0.198,-0.018,-0.013,0.979,33.61,-638.00,-726.00,-882.00
1.687,1.405,-0.160,-0.018,-0.010,0.984,33.61,-638.00,-726.00,-890.00
1.519,1.305,-0.023,-0.015,-0.012,0.984,33.47,-643.00,-718.00,-887.00
1.443,1.626,-0.115,-0.011,-0.011,0.985,33.52,-633.00,-718.00,-882.00
1.656,1.305,-0.229,-0.017,-0.010,0.985,33.47,-645.00,-718.00,-880.00
1.878,1.229,-0.176,-0.014,-0.010,0.987,33.47,-623.00,-726.00,-885.00
1.511,1.603,-0.275,-0.009,-0.007,0.977,33.52,-636.00,-701.00,-887.00
1.733,1.244,-0.183,-0.016,-0.011,0.985,33.28,-643.00,-718.00,-885.00
1.679,1.176,-0.198,-0.017,-0.009,0.984,33.33,-641.00,-723.00,-870.00
1.763,1.603,-0.145,-0.011,-0.011,0.975,33.52,-631.00,-721.00,-870.00
1.634,1.573,-0.023,-0.010,-0.015,0.977,33.28,-628.00,-718.00,-872.00
1.908,1.435,-0.366,-0.011,-0.012,0.981,33.33,-643.00,-718.00,-890.00
1.832,1.389,-0.450,-0.010,-0.007,0.986,33.47,-647.00,-726.00,-887.00
1.748,1.389,-0.321,-0.015,-0.011,0.987,33.33,-652.00,-721.00,-902.00
1.847,1.374,0.023,-0.012,-0.016,0.978,33.09,-636.00,-713.00,-872.00
1.611,1.649,-0.237,-0.012,-0.009,0.981,33.28,-641.00,-721.00,-892.00
1.687,1.634,-0.023,-0.012,-0.011,0.982,33.00,-638.00,-723.00,-882.00
1.626,1.557,-0.206,-0.012,-0.010,0.977,33.14,-638.00,-723.00,-907.00
1.473,1.565,-0.282,-0.013,-0.012,0.983,33.14,-641.00,-716.00,-885.00
1.763,1.504,-0.046,-0.010,-0.010,0.982,33.14,-636.00,-723.00,-895.00
1.550,1.473,-0.282,-0.010,-0.012,0.982,33.14,-638.00,-716.00,-887.00
1.695,1.603,-0.305,-0.014,-0.010,0.981,33.28,-645.00,-713.00,-880.00
1.710,1.511,-0.115,-0.010,-0.008,0.978,32.91,-623.00,-713.00,-892.00
1.420,1.634,-0.191,-0.011,-0.010,0.980,33.09,-631.00,-716.00,-887.00
1.634,1.573,-0.061,-0.013,-0.010,0.979,33.09,-641.00,-728.00,-887.00
1.473,1.450,-0.229,-0.012,-0.010,0.982,32.95,-633.00,-716.00,-872.00
1.725,1.481,0.092,-0.015,-0.010,0.978,33.09,-636.00,-728.00,-885.00
1.832,1.580,-0.237,-0.012,-0.009,0.979,33.14,-631.00,-716.00,-882.00
1.527,1.374,-0.321,-0.014,-0.014,0.977,32.81,-641.00,-723.00,-885.00
1.817,1.649,-0.313,-0.015,-0.009,0.982,32.95,-623.00,-713.00,-900.00
1.664,1.473,-0.046,-0.010,-0.009,0.981,32.91,-636.00,-716.00,-885.00
1.458,1.817,-0.176,-0.014,-0.009,0.982,32.91,-641.00,-728.00,-895.00
1.664,1.458,-0.298,-0.013,-0.010,0.977,32.95,-626.00,-718.00,-885.00
1.649,1.611,-0.427,-0.015,-0.010,0.985,32.91,-636.00,-716.00,-887.00
1.748,1.450,-0.168,-0.011,-0.015,0.978,32.77,-643.00,-728.00,-877.00
1.542,1.664,-0.260,-0.018,-0.007,0.983,33.00,-641.00,-726.00,-880.00
1.748,1.656,-0.107,-0.011,-0.010,0.978,32.81,-638.00,-713.00,-892.00
1.618,1.618,-0.328,-0.010,-0.011,0.985,32.62,-633.00,-718.00,-887.00
1.786,1.542,-0.053,-0.011,-0.011,0.981,32.67,-652.00,-726.00,-877.00
1.969,1.435,-0.160,-0.014,-0.009,0.984,32.91,-641.00,-726.00,-882.00
1.595,1.634,-0.015,-0.012,-0.009,0.980,32.62,-638.00,-726.00,-885.00
1.382,1.580,-0.198,-0.011,-0.010,0.977,32.77,-636.00,-728.00,-892.00
1.763,1.573,-0.214,-0.012,-0.009,0.979,32.77,-643.00,-716.00,-890.00
1.740,1.649,-0.160,-0.010,-0.015,0.984,32.67,-638.00,-708.00,-892.00
1.725,1.397,-0.305,-0.011,-0.009,0.980,32.67,-641.00,-718.00,-892.00
1.771,1.290,-0.130,-0.010,-0.015,0.984,32.48,-662.00,-721.00,-885.00
1.664,1.305,-0.244,-0.013,-0.012,0.979,32.62,-633.00,-718.00,-895.00
1.580,1.450,-0.359,-0.011,-0.012,0.979,32.58,-638.00,-713.00,-895.00
1.870,1.351,0.000,-0.014,-0.013,0.979,32.44,-623.00,-711.00,-880.00
1.550,1.534,-0.305,-0.013,-0.011,0.983,32.67,-638.00,-716.00,-877.00
1.481,1.359,-0.038,-0.016,-0.012,0.978,32.58,-631.00,-723.00,-880.00
1.588,1.779,-0.176,-0.009,-0.011,0.979,32.77,-633.00,-718.00,-885.00
1.733,1.344,-0.260,-0.014,-0.012,0.980,32.48,-645.00,-726.00,-895.00
1.817,1.656,-0.237,-0.013,-0.010,0.977,32.44,-636.00,-733.00,-892.00
1.885,1.420,-0.641,-0.014,-0.013,0.977,32.62,-643.00,-711.00,-882.00
1.756,1.458,-0.260,-0.011,-0.012,0.980,32.39,-626.00,-718.00,-890.00
1.794,1.504,0.038,-0.011,-0.009,0.980,32.67,-636.00,-721.00,-897.00
1.702,1.435,-0.458,-0.011,-0.009,0.978,32.48,-645.00,-726.00,-900.00
1.489,1.550,-0.160,-0.011,-0.011,0.979,32.48,-638.00,-718.00,-885.00
1.573,1.496,-0.344,-0.013,-0.013,0.985,32.25,-652.00,-716.00,-895.00
1.771,1.458,-0.565,-0.011,-0.010,0.981,32.29,-645.00,-740.00,-892.00
1.908,1.496,-0.084,-0.012,-0.009,0.983,32.44,-641.00,-737.00,-882.00
1.389,1.443,-0.336,-0.010,-0.009,0.983,32.39,-628.00,-716.00,-892.00
1.725,1.443,-0.061,-0.011,-0.009,0.982,32.29,-643.00,-718.00,-890.00
1.992,1.435,0.084,-0.010,-0.013,0.983,32.15,-633.00,-718.00,-880.00
1.641,1.443,-0.397,-0.015,-0.010,0.979,32.11,-638.00,-731.00,-900.00
1.870,1.588,-0.244,-0.009,-0.011,0.978,32.06,-641.00,-733.00,-900.00
1.786,1.656,-0.214,-0.011,-0.010,0.983,32.11,-631.00,-716.00,-895.00
1.580,1.511,-0.214,-0.014,-0.009,0.982,32.29,-641.00,-718.00,-870.00
1.817,1.290,-0.534,-0.010,-0.013,0.982,32.29,-636.00,-716.00,-887.00
1.489,1.565,-0.305,-0.013,-0.010,0.981,32.11,-638.00,-726.00,-897.00
1.634,1.603,-0.107,-0.012,-0.009,0.983,32.06,-638.00,-716.00,-882.00
1.748,1.366,-0.168,-0.009,-0.006,0.983,32.11,-636.00,-723.00,-885.00
1.687,1.336,-0.198,-0.024,-0.009,0.984,31.92,-647.00,-721.00,-900.00
1.527,1.473,-0.145,-0.013,-0.010,0.982,32.11,-623.00,-726.00,-892.00
1.817,1.435,-0.122,-0.013,-0.011,0.971,32.11,-636.00,-721.00,-892.00
1.802,1.496,-0.282,-0.014,-0.010,0.977,32.25,-647.00,-733.00,-877.00
1.733,1.344,-0.160,-0.007,-0.010,0.977,31.87,-655.00,-736.00,-882.00
1.496,1.565,-0.389,-0.009,-0.013,0.976,32.06,-641.00,-726.00,-890.00
1.489,1.748,-0.191,-0.012,-0.012,0.982,32.11,-645.00,-736.00,-892.00
1.664,1.534,-0.229,-0.014,-0.008,0.976,31.97,-623.00,-721.00,-892.00
1.542,1.466,-0.137,-0.010,-0.008,0.972,31.97,-647.00,-723.00,-890.00
1.511,1.656,-0.313,-0.012,-0.012,0.980,32.11,-636.00,-733.00,-882.00
1.687,1.374,-0.244,-0.009,-0.011,0.982,32.06,-643.00,-733.00,-890.00
1.763,1.473,-0.176,-0.010,-0.008,0.977,32.06,-636.00,-716.00,-887.00
1.779,1.656,-0.290,-0.008,-0.014,0.978,31.87,-643.00,-723.00,-887.00
1.725,1.481,-0.252,-0.013,-0.007,0.977,31.87,-638.00,-728.00,-882.00
1.824,1.458,-0.183,-0.010,-0.013,0.981,31.92,-633.00,-726.00,-900.00
1.740,1.504,-0.328,-0.013,-0.010,0.974,31.78,-643.00,-726.00,-882.00
1.718,1.641,-0.153,-0.008,-0.011,0.977,31.87,-641.00,-723.00,-892.00
1.664,1.740,0.145,-0.010,-0.009,0.982,31.78,-643.00,-726.00,-880.00
1.794,1.519,-0.344,-0.008,-0.010,0.986,31.54,-652.00,-731.00,-890.00
1.687,1.336,-0.153,-0.012,-0.011,0.973,31.73,-645.00,-721.00,-895.00
1.771,1.519,-0.244,-0.003,-0.008,0.974,31.64,-633.00,-713.00,-882.00
1.832,1.435,-0.046,-0.021,-0.010,0.984,31.78,-636.00,-733.00,-890.00
1.634,1.427,-0.244,-0.008,-0.011,0.978,31.87,-621.00,-723.00,-865.00
1.733,1.473,-0.336,-0.008,-0.010,0.979,31.64,-643.00,-728.00,-895.00
1.649,1.573,-0.076,-0.017,-0.010,0.973,31.64,-645.00,-731.00,-887.00
1.748,1.580,-0.252,-0.011,-0.010,0.979,31.78,-643.00,-728.00,-882.00
1.725,1.466,0.008,-0.011,-0.010,0.979,31.59,-636.00,-723.00,-885.00
1.580,1.924,-0.252,-0.013,-0.013,0.978,31.87,-657.00,-736.00,-890.00
1.527,1.511,-0.282,-0.011,-0.012,0.975,31.64,-641.00,-731.00,-905.00
1.626,1.267,-0.382,-0.010,-0.007,0.977,31.54,-643.00,-733.00,-880.00
1.496,1.412,-0.061,-0.012,-0.013,0.981,31.45,-643.00,-718.00,-882.00
1.649,1.679,-0.321,-0.010,-0.012,0.978,31.54,-643.00,-726.00,-887.00
1.786,1.611,-0.244,-0.010,-0.012,0.977,31.54,-655.00,-731.00,-900.00
1.748,1.313,-0.298,-0.009,-0.009,0.978,31.45,-636.00,-721.00,-890.00
1.718,1.557,-0.015,-0.014,-0.014,0.980,31.54,-645.00,-723.00,-882.00
1.466,1.435,-0.076,-0.013,-0.011,0.979,31.54,-638.00,-721.00,-872.00
1.718,1.397,-0.321,-0.010,-0.013,0.982,31.54,-645.00,-726.00,-887.00
2.031,1.473,-0.076,-0.010,-0.011,0.972,31.59,-641.00,-716.00,-900.00
1.725,1.580,-0.252,-0.013,-0.011,0.978,31.45,-643.00,-733.00,-882.00
1.870,1.237,-0.084,-0.011,-0.012,0.974,31.54,-645.00,-723.00,-877.00
1.679,1.359,-0.076,-0.005,-0.009,0.974,31.54,-631.00,-721.00,-895.00
1.611,1.534,0.130,-0.006,-0.008,0.973,31.45,-641.00,-728.00,-875.00
1.763,1.191,-0.069,-0.009,-0.012,0.972,31.54,-643.00,-733.00,-882.00
1.702,1.573,-0.198,-0.009,-0.010,0.973,31.40,-657.00,-731.00,-900.00
1.824,1.557,-0.115,-0.009,-0.010,0.975,31.21,-645.00,-733.00,-895.00
1.794,1.504,-0.031,-0.011,-0.010,0.980,31.26,-636.00,-721.00,-892.00
1.771,1.435,-0.290,-0.006,-0.009,0.978,31.26,-643.00,-731.00,-895.00
1.565,1.710,-0.321,-0.010,-0.012,0.977,31.26,-638.00,-733.00,-892.00
1.878,1.634,0.145,-0.010,-0.014,0.979,31.07,-645.00,-731.00,-890.00
1.435,1.351,-0.107,-0.010,-0.008,0.979,31.21,-638.00,-721.00,-907.00
1.718,1.779,-0.160,-0.012,-0.011,0.977,31.07,-645.00,-731.00,-890.00
1.809,1.473,-0.267,-0.010,-0.011,0.976,31.21,-643.00,-728.00,-887.00
1.733,1.481,-0.061,-0.008,-0.010,0.986,30.93,-643.00,-726.00,-875.00
1.588,1.672,-0.076,-0.005,-0.010,0.980,31.07,-626.00,-733.00,-890.00
1.794,1.527,-0.282,-0.007,-0.011,0.970,31.12,-645.00,-726.00,-895.00
1.756,1.542,-0.115,-0.009,-0.012,0.977,31.07,-643.00,-726.00,-907.00
1.626,1.511,-0.405,-0.010,-0.010,0.978,31.07,-645.00,-726.00,-890.00
1.481,1.305,-0.069,-0.012,-0.010,0.984,31.12,-638.00,-728.00,-882.00
1.878,1.450,-0.107,-0.012,-0.009,0.975,31.35,-647.00,-726.00,-897.00
2.031,1.405,-0.344,-0.016,-0.008,0.977,30.93,-638.00,-726.00,-892.00
1.809,1.305,-0.092,-0.009,-0.012,0.973,30.88,-636.00,-716.00,-885.00
1.542,1.244,-0.458,-0.010,-0.012,0.977,30.93,-650.00,-731.00,-905.00
1.763,1.443,-0.237,-0.008,-0.005,0.975,30.93,-647.00,-731.00,-885.00
1.733,1.191,-0.107,-0.010,-0.010,0.981,30.93,-657.00,-723.00,-890.00
1.695,1.489,-0.145,-0.010,-0.011,0.977,31.02,-638.00,-731.00,-895.00
1.519,1.679,-0.038,-0.010,-0.014,0.979,31.07,-638.00,-728.00,-887.00
1.878,1.366,-0.160,-0.009,-0.012,0.978,30.93,-636.00,-726.00,-887.00
1.664,1.313,-0.328,-0.011,-0.011,0.981,31.07,-650.00,-721.00,-897.00
1.740,1.664,-0.282,-0.007,-0.008,0.978,30.93,-628.00,-736.00,-895.00
1.618,1.420,-0.115,-0.008,-0.010,0.973,31.07,-652.00,-728.00,-887.00
1.817,1.550,-0.176,-0.010,-0.008,0.978,31.02,-631.00,-721.00,-885.00
1.511,1.244,-0.351,-0.008,-0.013,0.977,30.69,-626.00,-736.00,-890.00
1.725,1.267,-0.061,-0.008,-0.011,0.978,30.84,-638.00,-726.00,-897.00
1.687,1.664,-0.198,-0.011,-0.010,0.974,30.88,-647.00,-731.00,-892.00
1.397,1.725,-0.183,-0.013,-0.007,0.982,30.74,-628.00,-721.00,-887.00
1.710,1.679,-0.282,-0.010,-0.011,0.974,30.69,-641.00,-728.00,-905.00
1.740,1.366,-0.382,-0.015,-0.007,0.979,30.69,-638.00,-736.00,-890.00
1.672,1.305,-0.206,-0.014,-0.008,0.982,30.51,-645.00,-728.00,-890.00
1.756,1.748,-0.183,-0.013,-0.012,0.978,30.93,-643.00,-728.00,-897.00
1.511,1.557,-0.015,-0.014,-0.013,0.976,30.84,-652.00,-731.00,-900.00
1.740,1.351,-0.069,-0.012,-0.008,0.977,30.84,-641.00,-731.00,-895.00
1.687,1.573,-0.344,-0.012,-0.014,0.970,30.84,-641.00,-723.00,-905.00
1.840,1.611,0.046,-0.008,-0.014,0.977,30.32,-643.00,-718.00,-890.00
1.489,1.672,-0.206,-0.007,-0.008,0.968,30.51,-633.00,-728.00,-872.00
1.634,1.405,-0.183,-0.011,-0.008,0.976,30.60,-645.00,-745.00,-892.00
1.649,1.267,-0.198,-0.009,-0.010,0.982,30.55,-636.00,-721.00,-892.00
1.611,1.214,-0.069,-0.015,-0.013,0.985,30.55,-652.00,-723.00,-885.00
1.718,1.603,-0.160,-0.013,-0.012,0.973,30.51,-638.00,-718.00,-887.00
1.695,1.481,-0.221,-0.013,-0.013,0.976,30.60,-650.00,-728.00,-890.00
1.924,1.496,-0.084,-0.010,-0.009,0.976,30.74,-643.00,-728.00,-892.00
1.672,1.260,-0.282,-0.015,-0.008,0.984,30.41,-641.00,-728.00,-907.00
1.672,1.756,-0.191,-0.011,-0.011,0.977,30.55,-636.00,-731.00,-892.00
1.939,1.481,-0.389,-0.009,-0.009,0.976,30.74,-641.00,-731.00,-900.00
1.580,1.405,-0.160,-0.009,-0.012,0.973,30.55,-647.00,-736.00,-900.00
1.710,1.298,-0.290,-0.007,-0.012,0.973,30.55,-638.00,-750.00,-882.00
1.763,1.664,-0.176,-0.009,-0.005,0.976,30.37,-631.00,-728.00,-892.00
1.817,1.580,-0.229,-0.009,-0.012,0.976,30.41,-636.00,-731.00,-900.00
1.573,1.466,-0.336,-0.006,-0.010,0.973,30.51,-643.00,-713.00,-895.00
1.847,1.664,0.008,-0.011,-0.011,0.980,30.37,-626.00,-733.00,-902.00
1.664,1.336,-0.267,-0.009,-0.009,0.978,30.51,-633.00,-721.00,-902.00
1.725,1.595,-0.282,-0.010,-0.010,0.976,30.41,-652.00,-728.00,-897.00
1.756,1.550,-0.389,-0.012,-0.013,0.979,30.37,-641.00,-728.00,-887.00
1.641,1.840,-0.359,-0.009,-0.015,0.982,30.18,-652.00,-726.00,-895.00
1.878,1.664,-0.008,-0.008,-0.010,0.982,30.37,-647.00,-733.00,-892.00
1.733,1.458,-0.344,-0.010,-0.011,0.980,30.51,-647.00,-737.00,-897.00
1.511,1.290,-0.107,-0.009,-0.012,0.982,30.55,-645.00,-723.00,-902.00
1.641,1.542,-0.191,-0.009,-0.011,0.973,29.99,-641.00,-723.00,-885.00
1.595,1.595,-0.336,-0.010,-0.010,0.978,30.18,-650.00,-731.00,-895.00
1.794,1.466,-0.321,-0.009,-0.011,0.974,30.37,-643.00,-740.00,-897.00
1.634,1.740,-0.275,-0.011,-0.007,0.979,30.32,-631.00,-728.00,-887.00
1.885,1.725,-0.046,-0.009,-0.011,0.979,30.22,-650.00,-728.00,-892.00
1.550,1.397,-0.061,-0.005,-0.011,0.972,30.22,-633.00,-721.00,-897.00
1.763,1.450,-0.366,-0.013,-0.014,0.976,30.32,-647.00,-736.00,-892.00
1.916,1.374,-0.122,-0.010,-0.008,0.973,30.22,-647.00,-731.00,-902.00
1.641,1.382,-0.160,-0.011,-0.010,0.979,30.22,-641.00,-728.00,-892.00
1.786,1.527,-0.206,-0.008,-0.011,0.972,30.22,-650.00,-733.00,-905.00
1.710,1.336,-0.198,-0.010,-0.010,0.973,29.99,-652.00,-737.00,-910.00
1.687,1.634,-0.115,-0.013,-0.014,0.973,29.99,-652.00,-726.00,-892.00
1.603,1.435,-0.107,-0.006,-0.011,0.975,29.99,-643.00,-737.00,-905.00
1.733,1.771,-0.351,-0.007,-0.011,0.979,30.08,-643.00,-728.00,-895.00
1.618,1.336,-0.183,-0.012,-0.006,0.975,29.89,-645.00,-733.00,-905.00
1.771,1.473,-0.153,-0.010,-0.010,0.970,29.99,-638.00,-736.00,-902.00
1.748,1.473,-0.137,-0.007,-0.010,0.978,29.89,-638.00,-733.00,-885.00
1.725,1.466,-0.237,-0.008,-0.014,0.970,29.85,-643.00,-731.00,-900.00
1.473,1.389,-0.267,-0.010,-0.013,0.976,30.08,-633.00,-726.00,-877.00
1.603,1.740,-0.229,-0.012,-0.010,0.979,29.89,-655.00,-733.00,-892.00
1.908,1.504,-0.137,-0.013,-0.011,0.972,29.89,-645.00,-733.00,-887.00
1.672,1.672,-0.275,-0.013,-0.013,0.972,29.80,-641.00,-728.00,-895.00
1.710,1.611,-0.328,-0.011,-0.012,0.975,29.85,-643.00,-742.00,-890.00
1.656,1.718,-0.153,-0.006,-0.012,0.974,29.99,-638.00,-737.00,-885.00
1.695,1.710,-0.198,-0.010,-0.010,0.976,29.80,-638.00,-740.00,-895.00
1.740,1.435,-0.160,-0.007,-0.011,0.979,29.85,-652.00,-742.00,-885.00
1.924,1.519,-0.061,-0.011,-0.012,0.975,29.80,-643.00,-718.00,-892.00
1.885,1.809,-0.153,-0.007,-0.011,0.973,29.99,-638.00,-728.00,-880.00
1.924,1.382,0.023,-0.007,-0.013,0.971,29.99,-643.00,-737.00,-900.00
1.611,1.511,-0.328,-0.011,-0.011,0.973,29.85,-643.00,-737.00,-902.00
1.779,1.450,-0.237,-0.007,-0.011,0.972,29.85,-647.00,-737.00,-905.00
1.687,1.519,-0.214,-0.010,-0.012,0.974,29.80,-643.00,-736.00,-897.00
1.618,1.595,-0.260,-0.008,-0.010,0.979,29.71,-638.00,-733.00,-895.00
1.718,1.389,-0.229,-0.010,-0.011,0.978,29.89,-641.00,-726.00,-905.00
1.733,1.580,-0.145,-0.011,-0.009,0.971,29.71,-626.00,-733.00,-895.00
1.939,1.473,-0.137,-0.010,-0.010,0.973,29.85,-636.00,-733.00,-892.00
1.756,1.504,-0.191,-0.006,-0.011,0.970,29.52,-657.00,-736.00,-900.00
1.695,1.771,-0.290,-0.008,-0.013,0.970,29.66,-645.00,-718.00,-900.00
1.832,1.420,-0.076,-0.012,-0.013,0.975,29.57,-647.00,-740.00,-900.00
1.641,1.435,-0.389,-0.009,-0.010,0.976,29.71,-660.00,-736.00,-910.00
1.885,1.435,-0.076,-0.010,-0.012,0.981,29.47,-647.00,-728.00,-907.00
1.733,1.443,-0.382,-0.010,-0.014,0.973,29.66,-638.00,-731.00,-905.00
1.496,1.397,-0.420,-0.009,-0.009,0.973,29.57,-641.00,-728.00,-897.00
1.718,1.550,-0.221,-0.007,-0.011,0.974,29.57,-647.00,-733.00,-892.00
1.817,1.550,-0.336,-0.009,-0.012,0.976,29.57,-655.00,-737.00,-897.00
1.466,1.519,-0.641,-0.013,-0.016,0.975,29.71,-645.00,-736.00,-895.00
1.641,1.618,-0.198,-0.006,-0.012,0.969,29.71,-641.00,-742.00,-890.00
1.977,1.664,-0.244,-0.010,-0.010,0.973,29.38,-641.00,-740.00,-907.00
1.565,1.359,-0.313,-0.009,-0.010,0.974,29.52,-641.00,-737.00,-897.00
2.122,1.710,-0.221,-0.013,-0.009,0.975,29.52,-633.00,-737.00,-915.00
1.771,1.473,-0.382,-0.008,-0.006,0.969,29.19,-638.00,-737.00,-900.00
1.824,1.802,-0.053,-0.009,-0.011,0.980,29.28,-647.00,-733.00,-900.00
1.511,1.550,-0.130,-0.007,-0.010,0.969,29.52,-650.00,-731.00,-892.00
1.641,1.366,-0.336,-0.009,-0.011,0.979,29.52,-633.00,-728.00,-900.00
1.802,1.832,-0.443,-0.011,-0.012,0.977,29.38,-650.00,-736.00,-902.00
1.656,1.542,-0.229,-0.011,-0.010,0.974,29.19,-647.00,-733.00,-902.00
1.679,1.603,-0.076,-0.010,-0.015,0.969,29.57,-643.00,-731.00,-900.00
1.908,1.504,-0.084,-0.008,-0.009,0.972,29.28,-641.00,-721.00,-900.00
1.786,1.565,-0.145,-0.010,-0.010,0.967,29.28,-652.00,-736.00,-895.00
1.634,1.611,-0.183,-0.010,-0.013,0.972,29.57,-633.00,-728.00,-895.00
1.534,1.672,-0.328,-0.007,-0.011,0.973,29.38,-641.00,-721.00,-885.00
1.771,1.344,0.061,-0.008,-0.009,0.972,29.00,-645.00,-745.00,-895.00
1.954,1.855,-0.153,-0.010,-0.013,0.977,29.28,-647.00,-733.00,-900.00
1.786,1.695,-0.099,-0.008,-0.012,0.975,29.28,-633.00,-716.00,-887.00
2.038,1.443,-0.359,-0.009,-0.012,0.971,29.05,-647.00,-733.00,-892.00
1.710,1.481,-0.267,-0.013,-0.013,0.977,29.28,-636.00,-737.00,-902.00
1.939,1.763,-0.298,-0.009,-0.010,0.971,29.33,-647.00,-726.00,-892.00
1.519,1.802,-0.267,-0.009,-0.010,0.975,29.38,-645.00,-745.00,-900.00
1.595,1.710,-0.252,-0.012,-0.009,0.976,29.14,-645.00,-736.00,-887.00
1.878,1.916,-0.160,-0.010,-0.010,0.978,29.14,-650.00,-742.00,-897.00
1.458,1.710,-0.260,-0.010,-0.008,0.971,29.28,-638.00,-742.00,-907.00
1.733,1.374,-0.115,-0.009,-0.013,0.968,28.95,-631.00,-736.00,-887.00
1.710,1.595,-0.237,-0.009,-0.014,0.976,29.14,-641.00,-740.00,-907.00
1.992,1.679,-0.160,-0.010,-0.009,0.976,29.14,-657.00,-733.00,-912.00
1.893,1.427,-0.191,-0.010,-0.011,0.971,29.05,-643.00,-731.00,-902.00
1.389,1.519,-0.099,-0.007,-0.007,0.975,29.00,-631.00,-728.00,-892.00
1.695,1.794,-0.412,-0.005,-0.011,0.971,29.19,-645.00,-736.00,-905.00
1.603,1.687,-0.076,-0.007,-0.012,0.978,29.00,-641.00,-733.00,-885.00
1.870,1.580,-0.427,-0.010,-0.008,0.968,29.33,-643.00,-721.00,-900.00
1.695,1.183,-0.252,-0.011,-0.009,0.972,29.00,-650.00,-733.00,-902.00
1.756,1.496,0.000,-0.007,-0.011,0.975,28.95,-645.00,-736.00,-897.00
1.863,1.641,-0.458,-0.011,-0.008,0.971,28.81,-652.00,-737.00,-905.00
1.893,1.672,-0.191,-0.011,-0.012,0.968,29.00,-650.00,-731.00,-885.00
1.786,1.634,-0.244,-0.009,-0.009,0.977,29.00,-655.00,-733.00,-912.00
1.672,1.672,-0.351,-0.008,-0.009,0.978,29.14,-650.00,-736.00,-902.00
1.817,1.214,-0.084,-0.007,-0.013,0.972,29.14,-650.00,-752.00,-900.00
1.664,1.672,-0.038,-0.012,-0.008,0.973,29.00,-645.00,-736.00,-905.00
1.779,1.695,-0.321,-0.005,-0.008,0.972,28.86,-641.00,-742.00,-902.00
1.847,1.565,-0.260,-0.008,-0.006,0.977,29.00,-638.00,-736.00,-895.00
1.634,1.481,-0.153,-0.009,-0.012,0.969,29.00,-638.00,-736.00,-907.00
1.611,1.481,-0.099,-0.009,-0.012,0.968,28.86,-650.00,-736.00,-900.00
1.557,1.450,-0.489,-0.011,-0.009,0.969,28.77,-657.00,-737.00,-892.00
1.824,1.466,-0.351,-0.011,-0.010,0.969,28.86,-655.00,-742.00,-902.00
1.733,1.573,-0.267,-0.008,-0.010,0.975,29.00,-643.00,-737.00,-897.00
1.649,1.794,-0.221,-0.008,-0.009,0.974,28.77,-645.00,-745.00,-890.00
1.565,1.405,-0.458,-0.008,-0.012,0.969,29.00,-647.00,-740.00,-902.00
1.687,1.557,-0.397,-0.010,-0.009,0.976,29.00,-652.00,-752.00,-902.00
1.916,1.817,-0.107,-0.006,-0.010,0.975,28.77,-652.00,-740.00,-902.00
1.863,1.718,-0.176,-0.008,-0.010,0.969,28.77,-655.00,-737.00,-887.00
1.931,1.489,-0.137,-0.010,-0.012,0.973,28.81,-647.00,-721.00,-905.00
1.702,1.618,-0.191,-0.008,-0.012,0.978,28.86,-645.00,-728.00,-897.00
1.763,1.618,-0.099,-0.006,-0.013,0.973,28.62,-650.00,-736.00,-890.00
1.710,1.382,-0.176,-0.006,-0.014,0.970,28.95,-662.00,-745.00,-887.00
1.847,1.702,-0.221,-0.005,-0.011,0.971,28.86,-645.00,-740.00,-902.00
1.824,1.588,-0.061,-0.007,-0.005,0.971,28.81,-633.00,-728.00,-907.00
1.901,1.611,-0.229,-0.008,-0.010,0.971,28.53,-652.00,-726.00,-872.00
1.588,1.702,-0.229,-0.006,-0.014,0.966,28.77,-650.00,-736.00,-900.00
1.840,1.611,-0.351,-0.007,-0.011,0.969,28.62,-641.00,-728.00,-880.00
1.954,1.550,-0.229,-0.007,-0.012,0.971,28.67,-650.00,-745.00,-890.00
2.053,1.626,-0.198,-0.008,-0.012,0.969,28.53,-650.00,-737.00,-897.00
1.870,1.511,-0.229,-0.006,-0.012,0.972,28.62,-645.00,-742.00,-907.00
1.771,1.656,-0.244,-0.004,-0.012,0.973,28.48,-641.00,-737.00,-902.00
2.023,1.473,-0.214,-0.012,-0.013,0.979,28.48,-650.00,-740.00,-905.00
2.031,1.695,-0.023,-0.008,-0.012,0.975,28.62,-650.00,-742.00,-905.00
1.977,1.557,-0.168,-0.009,-0.014,0.971,28.67,-647.00,-736.00,-900.00
1.878,1.550,-0.061,-0.007,-0.010,0.972,28.48,-643.00,-740.00,-900.00
1.985,1.626,-0.137,-0.007,-0.005,0.975,28.44,-647.00,-726.00,-895.00
1.725,1.885,-0.260,-0.008,-0.008,0.968,28.77,-660.00,-737.00,-907.00
